LCS01.LC3RRUN.PD01MH26,MDSS01.LC03RUN.PD01MH26,MDSS01.LC03CALC.PD01EV26,1,PDES Low Seal Air Pres  ,Trey,0.02
LCS01.LC3RRUN.PD01MH27,MDSS01.LC03RUN.PD01MH27,MDSS01.LC03CALC.PD01EV27,1,PDES Engine Overspeed   ,Trey,0.025
LCS01.LC3RRUN.PD01MH32,MDSS01.LC03RUN.PD01MH32,MDSS01.LC03CALC.PD01EV32,1,PDES Low SW Suct Pres   ,Trey,0.001
LCS01.LC3RRUN.PD02MH05,MDSS01.LC03RUN.PD02MH05,MDSS01.LC03CALC.PD02EV05,1,PDEP LOOverheating      ,Trey,0.02
LCS01.LC3RRUN.PD02MH06,MDSS01.LC03RUN.PD02MH06,MDSS01.LC03CALC.PD02EV06,1,PDEP EngineOverpowered  ,Trey,0.05
LCS01.LC3RRUN.PD02MH07,MDSS01.LC03RUN.PD02MH07,MDSS01.LC03CALC.PD02EV07,1,PDEP EngineUnderpowered ,Trey,0.002
LCS01.LC3RRUN.PD02MH08,MDSS01.LC03RUN.PD02MH08,MDSS01.LC03CALC.PD02EV08,1,PDEP CylA1Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD02MH09,MDSS01.LC03RUN.PD02MH09,MDSS01.LC03CALC.PD02EV09,1,PDEP CylA2Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD02MH10,MDSS01.LC03RUN.PD02MH10,MDSS01.LC03CALC.PD02EV10,1,PDEP CylA3Overheating   ,Trey,0.025
LCS01.LC3RRUN.PD02MH11,MDSS01.LC03RUN.PD02MH11,MDSS01.LC03CALC.PD02EV11,1,PDEP CylA4Overheating   ,Trey,0.025
